---,TriggerType,TriggerEvent,TagFilter,SkillTagFilter,RequiredStatusEffectTags,EventNameParam,Trait,AccumulateRandomChance,TriggerSkill,CooldownTimeSeconds,bMinionsCanTrigger,Notes
MoveSpeedOnKill,"Random","DidKill","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","None","ProcChance|MoveSpeedOnKill","0.000000","/Game/Skills/Blueprints/GenericPassives/ProcSkill_SpeedOnKill.ProcSkill_SpeedOnKill_C","0.000000","True",""
ImmunityBurnOnCrit,"Random","DoCritical","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","None","ProcChance|ImmunityBurnOnCrit","0.000000","/Game/Skills/Blueprints/Procs/ProcSkill_ImmunityBurn.ProcSkill_ImmunityBurn_C","0.000000","True",""
ImmunityPoisonOnKill,"Random","DidKill","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","None","ProcChance|ImmunityPoisonOnKill","0.000000","/Game/Skills/Blueprints/Procs/ProcSkill_ImmunityPoison.ProcSkill_ImmunityPoison_C","0.000000","True",""
Rupture,"Random","DoDamage","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","None","ProcChance|Rupture","0.000000","/Game/Skills/Blueprints/EmberWeapons/Skill_Rupture.Skill_Rupture_C","0.000000","True",""
BloodPools,"Random","DidKill","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","None","ProcChance|BloodPools","0.000000","/Game/Skills/Blueprints/EmberWeapons/BloodDrinker/SkillTreePlaceholders/SkillTree_BloodDrinker_BloodPools.SkillTree_BloodDrinker_BloodPools_C","0.000000","True",""
RadiantBlastMissiles,"Always","Died","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","None","None","0.000000","/Game/Skills/Blueprints/DuskMage/Skill_RadiantBlast_Proc.Skill_RadiantBlast_Proc_C","0.000000","False",""
HealthOnBrawlHit,"Random","SkillDamage","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Forged.Melee"")))","(GameplayTags=)","None","ProcChance|HealthOnBrawlHit","0.000000","/Game/Skills/Blueprints/Forged/Proc_Forged_HealthOnHitStun.Proc_Forged_HealthOnHitStun_C","2.000000","True",""
Legendary_GoblinRage,"Random","SkillDamage","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","None","ProcChance|Legendary_GoblinRage","0.020000","/Game/Skills/Blueprints/Legendaries/ProcSkill_GoblinRage.ProcSkill_GoblinRage_C","1.000000","False",""
Legendary_FireGoblinImmunity,"Always","TakeDamage","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","None","ProcChance|Legendary_FireGoblinImmunity","0.000000","/Game/Skills/Blueprints/Legendaries/ProcSkill_FireGoblinImmunity.ProcSkill_FireGoblinImmunity_C","1.000000","False",""
Legendary_LuckOnGoblinKill,"Always","DidKill","(GameplayTags=((TagName=""Character.Monster.Goblin"")))","(GameplayTags=)","(GameplayTags=)","None","ProcChance|Legendary_LuckOnGoblinKill","0.000000","/Game/Skills/Blueprints/Legendaries/ProcSkill_LuckOnGoblinKill.ProcSkill_LuckOnGoblinKill_C","3.000000","False",""
Legendary_IgniteEnemiesOnRelicActive,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.EmberWeapon.Active"")))","(GameplayTags=)","None","ProcChance|Legendary_IgniteEnemiesOnRelicActive","0.000000","/Game/Skills/Blueprints/Legendaries/ProcSkill_IgniteNearbyEnemies.ProcSkill_IgniteNearbyEnemies_C","0.000000","False",""
Legendary_IgniteEnemiesOnRelicActiveBonus,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.EmberWeapon.Active"")))","(GameplayTags=)","None","ProcChance|Legendary_IgniteEnemiesOnRelicActiveBonus","0.000000","/Game/Skills/Blueprints/Legendaries/ProcSkill_IgniteNearbyEnemies.ProcSkill_IgniteNearbyEnemies_C","0.000000","True",""
Legendary_SummonGoblinHound,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.EmberWeapon.UltimateActive"")))","(GameplayTags=)","None","ProcChance|Legendary_SummonGoblinHound","0.000000","/Game/Skills/Blueprints/Legendaries/ProcSkill_SpawnMinion_GoblinHound.ProcSkill_SpawnMinion_GoblinHound_C","1.000000","False",""
Damnation,"Always","TakeDamage","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""StatusEffect.Damnation"")))","None","None","0.000000","/Game/Skills/Blueprints/DuskMage/Skill_Damnation_Proc.Skill_Damnation_Proc_C","1.000000","False",""
Legendary_LeadCarOverload,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Railman.TurretSpecial"")))","(GameplayTags=)","None","ProcChance|Legendary_LeadCarOverload","0.000000","/Game/Skills/Blueprints/Railman/Legendary/Skill_Legendary_OverloadTurret.Skill_Legendary_OverloadTurret_C","0.000000","False",""
Legendary_GhostTrainSummonPets,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Railman.GhostTrain"")))","(GameplayTags=)","None","ProcChance|Legendary_GhostTrainSummonPets","0.000000","/Game/Skills/Blueprints/Railman/Legendary/ProcSkill_SpawnMinion_GhostlyRailmaster.ProcSkill_SpawnMinion_GhostlyRailmaster_C","0.000000","False",""
Legendary_DuskMageManaRegenBurst,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Cooldown"")))","(GameplayTags=)","None","ProcChance|Legendary_DuskMageManaRegenBurst","0.000000","/Game/Skills/Blueprints/DuskMage/Legendary/Skill_Legendary_ManaRegenOnCooldown.Skill_Legendary_ManaRegenOnCooldown_C","0.000000","False",""
Legendary_DuskMage_InstantCharge,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.EmberWeapon.Active"")))","(GameplayTags=)","None","ProcChance|Legendary_DuskMage_InstantCharge","0.000000","/Game/Skills/Blueprints/DuskMage/Legendary/Skill_Legendary_InstantChargeBar.Skill_Legendary_InstantChargeBar_C","0.000000","False",""
Legendary_StackingDamage_Dark,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.DuskMage.Dark"")))","(GameplayTags=)","None","ProcChance|Legendary_StackingDamage_Dark","0.000000","/Game/Skills/Blueprints/DuskMage/Legendary/Skill_StackingDamage_Dark.Skill_StackingDamage_Dark_C","10.000000","False",""
Legendary_StackingDamage_Light,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.DuskMage.Light"")))","(GameplayTags=)","None","ProcChance|Legendary_StackingDamage_Light","0.000000","/Game/Skills/Blueprints/DuskMage/Legendary/Skill_StackingDamage_Light.Skill_StackingDamage_Light_C","10.000000","False",""
Legendary_StackingDamage_Barrage,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Forged.Ranged"")))","(GameplayTags=)","None","ProcChance|Legendary_StackingDamage_Barrage","0.000000","/Game/Skills/Blueprints/Forged/Legendary/Skill_StackingDamage_Barrage.Skill_StackingDamage_Barrage_C","10.000000","False",""
Legendary_StackingDamage_Brawl,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Forged.Melee"")))","(GameplayTags=)","None","ProcChance|Legendary_StackingDamage_Brawl","0.000000","/Game/Skills/Blueprints/Forged/Legendary/Skill_StackingDamage_Brawl.Skill_StackingDamage_Brawl_C","10.000000","False",""
Legendary_StackingDamage_Lineage,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Railman.Melee"")))","(GameplayTags=)","None","ProcChance|Legendary_StackingDamage_Lineage","0.000000","/Game/Skills/Blueprints/Railman/Legendary/Skill_StackingDamage_Lineage.Skill_StackingDamage_Lineage_C","10.000000","False",""
Legendary_StackingDamage_Conductor,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Railman.Turret"")))","(GameplayTags=)","None","ProcChance|Legendary_StackingDamage_Conductor","0.000000","/Game/Skills/Blueprints/Railman/Legendary/Skill_StackingDamage_Conductor.Skill_StackingDamage_Conductor_C","10.000000","False",""
Legendary_DuskMage_RelicNetherlings,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.EmberWeapon.UltimateActive"")))","(GameplayTags=)","None","ProcChance|Legendary_DuskMage_RelicNetherlings","0.000000","/Game/Skills/Blueprints/DuskMage/Legendary/Skill_Legendary_RelicSpawnNetherlings.Skill_Legendary_RelicSpawnNetherlings_C","0.000000","False",""
Legendary_Forged_CritAtMaxHeat,"Always","ActiveTraitAtMax","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","ForgedHeat","ProcChance|Legendary_Forged_CritAtMaxHeat","0.000000","/Game/Skills/Blueprints/Forged/Legendary/Skill_Legendary_OverheatCritChance.Skill_Legendary_OverheatCritChance_C","0.000000","False",""
Legendary_Forged_RelicSonicPulse,"Random","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.EmberWeapon.Active"")))","(GameplayTags=)","None","ProcChance|Legendary_Forged_RelicSonicPulse","0.000000","/Game/Skills/Blueprints/Forged/Skill_Forged_SonicPulse_Proc.Skill_Forged_SonicPulse_Proc_C","1.000000","False",""
Legendary_Forged_RelicAutomabots,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.EmberWeapon.UltimateActive"")))","(GameplayTags=)","None","ProcChance|Legendary_Forged_RelicAutomabots","0.000000","/Game/Skills/Blueprints/Forged/Legendary/ProcSkill_SpawnMinion_Automabot.ProcSkill_SpawnMinion_Automabot_C","2.000000","False",""
GolemOnKillChilled,"Random","DidKill","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""StatusEffect.Chilled""),(TagName=""StatusEffect.Frozen"")))","None","ProcChance|GolemOnKillChilled","0.000000","/Game/Skills/Blueprints/EmberWeapons/Coldheart/ProcSkill_Coldheart_IceGolem.ProcSkill_Coldheart_IceGolem_C","0.000000","True",""
Legendary_SeismicCharge,"Always","SkillDamage","(GameplayTags=)","(GameplayTags=((TagName=""Skill.BasicAttack"")))","(GameplayTags=)","None","ProcChance|Legendary_SeismicCharge","0.000000","/Game/Skills/Blueprints/Railman/Legendary/Skill_Legendary_GainSeismicCharge.Skill_Legendary_GainSeismicCharge_C","0.200000","False",""
Legendary_SeismicChargeReady,"Always","SkillDamage","(GameplayTags=)","(GameplayTags=((TagName=""Skill.BasicAttack"")))","(GameplayTags=)","None","ProcChance|Legendary_SeismicChargeReady","0.000000","/Game/Skills/Blueprints/Railman/Legendary/Skill_Legendary_SeismicShock.Skill_Legendary_SeismicShock_C","0.200000","False",""
Legendary_RailmanSetFlameShockwave,"Always","SkillDamage","(GameplayTags=)","(GameplayTags=((TagName=""Skill.BasicAttack.Melee""),(TagName=""Skill.BasicAttackMelee""),(TagName=""Skill.Railman.Melee"")))","(GameplayTags=)","None","ProcChance|Legendary_RailmanSetFlameShockwave","0.000000","/Game/Skills/Blueprints/Railman/Legendary/Skill_Legendary_FlameNova.Skill_Legendary_FlameNova_C","0.000000","False",""
Legendary_RailmanSetFlameShockwaveCharge,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Railman.TurretSpecial"")))","(GameplayTags=)","None","ProcChance|Legendary_RailmanSetFlameShockwaveCharge","0.000000","/Game/Skills/Blueprints/Railman/Legendary/Skill_Legendary_GainFlameShockwaveCharge.Skill_Legendary_GainFlameShockwaveCharge_C","0.000000","False",""
LightningStrike,"Random","DoDamage","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""StatusEffect.Shock"")))","None","ProcChance|LightningStrike","0.000000","/Game/Skills/Blueprints/EmberWeapons/Electrode/Skill_Electrode_LightningHit.Skill_Electrode_LightningHit_C","0.000000","True",""
Legendary_RailmanSetRestoreEndurance,"Random","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.EmberWeapon.Active"")))","(GameplayTags=)","None","ProcChance|Legendary_RailmanSetRestoreEndurance","0.000000","/Game/Skills/Blueprints/Railman/Legendary/ProcSkill_RestoreAllEndurance.ProcSkill_RestoreAllEndurance_C","1.000000","False",""
Legendary_RailmanSetEnchantedHammer,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.EmberWeapon.UltimateActive"")))","(GameplayTags=)","None","ProcChance|Legendary_RailmanSetEnchantedHammer","0.000000","/Game/Skills/Blueprints/Railman/Legendary/ProcSkill_SpawnMinion_EnchantedHammer.ProcSkill_SpawnMinion_EnchantedHammer_C","0.000000","False",""
Legendary_PoisonGoblinImmunity,"Always","TakeDamage","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","None","ProcChance|Legendary_PoisonGoblinImmunity","0.000000","/Game/Skills/Blueprints/Legendaries/ProcSkill_HyvidPoisonImmunity.ProcSkill_HyvidPoisonImmunity_C","0.000000","False",""
Legendary_LuckOnHyvidKill,"Always","DidKill","(GameplayTags=((TagName=""Character.Monster.Vespid"")))","(GameplayTags=)","(GameplayTags=)","None","ProcChance|Legendary_LuckOnHyvidKill","0.000000","/Game/Skills/Blueprints/Legendaries/ProcSkill_LuckOnHyvidKill.ProcSkill_LuckOnHyvidKill_C","0.000000","False",""
Legendary_SpewPoisonOnRelic,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.EmberWeapon.Active"")))","(GameplayTags=)","None","ProcChance|Legendary_SpewPoisonOnRelic","0.000000","/Game/Skills/Blueprints/Legendaries/ProcSkill_SpewPoison.ProcSkill_SpewPoison_C","0.000000","False",""
Legendary_SpawnPoisonEgg,"Random","DidKill","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","None","ProcChance|Legendary_SpawnPoisonEgg","0.050000","/Game/Skills/Blueprints/Legendaries/Skill_Legendary_SpawnPoisonEgg.Skill_Legendary_SpawnPoisonEgg_C","1.000000","False",""
ShockBoltsOnKill,"Random","DidKill","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","None","ProcChance|ShockBoltsOnKill","0.000000","/Game/Skills/Blueprints/EmberWeapons/Electrode/SkillTreePlaceholders/SkillTree_Electrode_ShockBoltsOnKilled.SkillTree_Electrode_ShockBoltsOnKilled_C","0.000000","True",""
Legendary_RelicEmpoweringZone,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.EmberWeapon.UltimateActive"")))","(GameplayTags=)","None","ProcChance|Legendary_RelicEmpoweringZone","0.000000","/Game/Skills/Blueprints/Legendaries/ProcSkill_EmpoweringZone.ProcSkill_EmpoweringZone_C","0.000000","False",""
Legendary_IceArmor,"Always","TakeDamage","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","None","ProcChance|Legendary_IceArmor","0.000000","/Game/Skills/Blueprints/Legendaries/ProcSkill_IceArmor.ProcSkill_IceArmor_C","0.000000","False",""
Legendary_IceGolem,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.EmberWeapon.UltimateActive"")))","(GameplayTags=)","None","ProcChance|Legendary_IceGolem","0.000000","/Game/Skills/Blueprints/Legendaries/ProcSkill_SpawnMinion_IceGolem.ProcSkill_SpawnMinion_IceGolem_C","0.000000","False",""
Legendary_SkeletonWarriorGroup,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.EmberWeapon.UltimateActive"")))","(GameplayTags=)","None","ProcChance|Legendary_SkeletonWarriorGroup","0.000000","/Game/Skills/Blueprints/Legendaries/ProcSkill_SpawnMinion_SkeletonWarriorGroup.ProcSkill_SpawnMinion_SkeletonWarriorGroup_C","0.000000","False",""
Legendary_SkeletonGuardGroup,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.EmberWeapon.UltimateActive"")))","(GameplayTags=)","None","ProcChance|Legendary_SkeletonGuardGroup","0.000000","/Game/Skills/Blueprints/Legendaries/ProcSkill_SpawnMinion_SkeletonGuardsAndArchers.ProcSkill_SpawnMinion_SkeletonGuardsAndArchers_C","0.000000","False",""
Legendary_BasicAttackFireballs,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.EmberWeapon.Active"")))","(GameplayTags=)","None","ProcChance|Legendary_BasicAttackFireballs","0.000000","/Game/Skills/Blueprints/Legendaries/ProcSkill_BasicFireballsApplyStatus.ProcSkill_BasicFireballsApplyStatus_C","0.000000","False",""
Legendary_BasicAttackFireballsShot,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.BasicAttack.Melee""),(TagName=""Skill.BasicAttackMelee"")))","(GameplayTags=)","None","ProcChance|Legendary_BasicAttackFireballsShot","0.000000","/Game/Skills/Blueprints/Legendaries/ProcSkill_BasicFireballs.ProcSkill_BasicFireballs_C","0.000000","False",""
Legendary_UnboundBlade,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.BasicAttackMelee""),(TagName=""Skill.BasicAttack.Melee"")))","(GameplayTags=)","None","ProcChance|Legendary_UnboundBlade","0.000000","/Game/Skills/Blueprints/Legendaries/ProcSkill_UnboundBlade.ProcSkill_UnboundBlade_C","0.000000","False",""
Legendary_PoisonBarrageStack,"Always","SkillDamage","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","None","ProcChance|Legendary_PoisonBarrageStack","0.000000","/Game/Skills/Blueprints/Legendaries/ProcSkill_PoisonBarrageApplyStatus.ProcSkill_PoisonBarrageApplyStatus_C","0.250000","False",""
Legendary_PoisonBarrage,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.EmberWeapon.Active"")))","(GameplayTags=)","None","ProcChance|Legendary_PoisonBarrage","0.000000","/Game/Skills/Blueprints/Legendaries/ProcSkill_PoisonBarrage.ProcSkill_PoisonBarrage_C","0.000000","False",""
Sharpshooter_Scout,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Sharpshooter.Ranged.Shoot"")))","(GameplayTags=)","None","None","0.000000","/Game/Skills/Blueprints/Sharpshooter/ProcSkill_ScoutBonus.ProcSkill_ScoutBonus_C","0.000000","True",""
Sharpshooter_Scout_ApplyPoison,"Always","DoDamage","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Sharpshooter.Ranged.Shoot"")))","(GameplayTags=)","None","None","0.000000","/Game/Skills/Blueprints/Sharpshooter/ProcSkill_ScoutPoison.ProcSkill_ScoutPoison_C","0.000000","True",""
Sharpshooter_Goblin,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Sharpshooter.Ranged.Shoot""),(TagName=""Skill"")))","(GameplayTags=)","None","None","0.000000","/Game/Skills/Blueprints/Sharpshooter/ProcSkill_GoblinBonus.ProcSkill_GoblinBonus_C","0.000000","True",""
Sharpshooter_Goblin_SummonGoblin,"Always","DoDamage","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Sharpshooter.Ranged.Shoot"")))","(GameplayTags=)","None","None","0.000000","/Game/Skills/Blueprints/Sharpshooter/ProcSkill_GoblinSummon.ProcSkill_GoblinSummon_C","0.000000","True",""
Sharpshooter_Ghost,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Sharpshooter.Ranged.Shoot"")))","(GameplayTags=)","None","None","0.000000","/Game/Skills/Blueprints/Sharpshooter/ProcSkill_GhostCrit.ProcSkill_GhostCrit_C","0.000000","True",""
Sharpshooter_Pipi,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Sharpshooter.Ranged.Shoot"")))","(GameplayTags=)","None","None","0.000000","/Game/Skills/Blueprints/Sharpshooter/ProcSkill_PipiBonus.ProcSkill_PipiBonus_C","0.000000","True",""
Sharpshooter_PipiApplyWeaken,"Always","DoDamage","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Sharpshooter.Ranged.Shoot"")))","(GameplayTags=)","None","None","0.000000","/Game/Skills/Blueprints/Sharpshooter/ProcSkill_PipiWeaken.ProcSkill_PipiWeaken_C","0.000000","True",""
Legendary_ClockworkPart,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.EmberWeapon.Active"")))","(GameplayTags=)","None","ProcChance|Legendary_ClockworkPart","0.000000","/Game/Skills/Blueprints/Legendaries/ProcSkill_ClockworkPartsApplyStatus.ProcSkill_ClockworkPartsApplyStatus_C","0.000000","False",""
Legendary_ClockworkExplodobotSummon,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.EmberWeapon.UltimateActive"")))","(GameplayTags=)","None","ProcChance|Legendary_ClockworkExplodobotSummon","0.000000","/Game/Skills/Blueprints/Legendaries/ProcSkill_SpawnMinion_ClockworkExplodobot.ProcSkill_SpawnMinion_ClockworkExplodobot_C","0.000000","False",""
Legendary_DrainLifeNova,"Always","SkillDamage","(GameplayTags=)","(GameplayTags=((TagName=""Skill.BasicAttack.Melee"")))","(GameplayTags=)","None","ProcChance|Legendary_DrainLifeNova","0.000000","/Game/Skills/Blueprints/Legendaries/ProcSkill_LifeStealNova.ProcSkill_LifeStealNova_C","3.000000","False",""
PipiProc,"Always","DidKill","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""StatusEffect.Sharpshooter.Pipi"")))","None","None","0.000000","/Game/Skills/Blueprints/Sharpshooter/Skill_Pipi_Proc.Skill_Pipi_Proc_C","0.000000","True",""
PrecisionStun,"Random","SkillDamage","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Sharpshooter.Ranged.Shoot"")))","(GameplayTags=)","None","ProcChance|PrecisionStun","0.000000","/Game/Skills/Blueprints/Sharpshooter/ProcSkill_PrecisionStun.ProcSkill_PrecisionStun_C","0.000000","True",""
PrecisionHeal,"Random","SkillDamage","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Sharpshooter.Ranged.Shoot"")))","(GameplayTags=)","None","ProcChance|PrecisionHeal","0.000000","/Game/Skills/Blueprints/Sharpshooter/Proc_Sharpshooter_PrecisionHeal.Proc_Sharpshooter_PrecisionHeal_C","0.000000","True",""
PrecisionAmmo,"Random","DidKill","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Sharpshooter.Ranged.Shoot"")))","(GameplayTags=)","None","ProcChance|PrecisionAmmo","0.000000","/Game/Skills/Blueprints/Sharpshooter/Proc_Sharpshooter_PrecisionAmmo.Proc_Sharpshooter_PrecisionAmmo_C","0.000000","True",""
PotionIntangible,"Random","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Potion"")))","(GameplayTags=)","None","ProcChance|PotionIntangible","0.000000","/Game/Skills/Blueprints/Sharpshooter/Proc_Sharpshooter_Intangible.Proc_Sharpshooter_Intangible_C","0.000000","False",""
Sharpshooter_Goose,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Sharpshooter.Ranged.Shoot"")))","(GameplayTags=)","None","None","0.000000","/Game/Skills/Blueprints/Sharpshooter/ProcSkill_GooseBonus.ProcSkill_GooseBonus_C","0.000000","True",""
Sharpshooter_Rizzi,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Sharpshooter.Ranged.Shoot"")))","(GameplayTags=)","None","None","0.000000","/Game/Skills/Blueprints/Sharpshooter/ProcSkill_RizziBonus.ProcSkill_RizziBonus_C","0.000000","True",""
Sharpshooter_RizziApplyImmobilize,"Always","DoDamage","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Sharpshooter.Ranged.Shoot"")))","(GameplayTags=)","None","None","0.000000","/Game/Skills/Blueprints/Sharpshooter/ProcSkill_RizziImmobilize.ProcSkill_RizziImmobilize_C","0.000000","True",""
Sharpshooter_Shasta,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Sharpshooter.Ranged.Shoot"")))","(GameplayTags=)","None","None","0.000000","/Game/Skills/Blueprints/Sharpshooter/ProcSkill_ShastaBonus.ProcSkill_ShastaBonus_C","0.000000","True",""
Sharpshooter_Shasta_ApplyFear,"Always","SkillDamage","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Sharpshooter.Ranged.Shoot"")))","(GameplayTags=)","None","None","0.000000","/Game/Skills/Blueprints/Sharpshooter/ProcSkill_ShastaFear.ProcSkill_ShastaFear_C","0.000000","True",""
Thorns,"Random","TakeDamage","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","None","ProcChance|Thorns","0.000000","/Game/Skills/Blueprints/EmberWeapons/ProcSkill_Thorns.ProcSkill_Thorns_C","0.000000","True",""
BlockDamageMult,"Always","Block","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","None","None","0.000000","/Game/Skills/Blueprints/EmberWeapons/ChampionsAmulet/ProcSkill_DamageMultStacking.ProcSkill_DamageMultStacking_C","0.000000","False",""
KillDamageMult,"Always","DidKill","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","None","None","0.000000","/Game/Skills/Blueprints/EmberWeapons/ChampionsAmulet/ProcSkill_DamageMultStacking.ProcSkill_DamageMultStacking_C","0.000000","False",""
Legendary_TwoTonPull,"Random","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Sharpshooter.Ranged.Shoot"")))","(GameplayTags=)","None","ProcChance|Legendary_TwoTonPull","0.000000","/Game/Skills/Blueprints/Legendaries/ProcSkill_TwoTonPull.ProcSkill_TwoTonPull_C","0.000000","False",""
Legendary_Chronometer,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Sharpshooter.Adventurer"")))","(GameplayTags=)","None","ProcChance|Legendary_Chronometer","0.000000","/Game/Skills/Blueprints/EmberWeapons/ProcSkill_Legendary_Chronometer.ProcSkill_Legendary_Chronometer_C","0.000000","False",""
Legendary_HolyIcon,"Random","Block","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","None","ProcChance|Legendary_HolyIcon","0.000000","/Game/Skills/Blueprints/Legendaries/ProcSkill_SpawnHolyIcon.ProcSkill_SpawnHolyIcon_C","0.000000","False",""
Legendary_Sharpshooter_AmmoRestore,"Random","SkillDamage","(GameplayTags=)","(GameplayTags=((TagName=""Skill.BasicAttack.Ranged"")))","(GameplayTags=)","None","ProcChance|Legendary_Sharpshooter_AmmoRestore","0.000000","/Game/Skills/Blueprints/Sharpshooter/Proc_Sharpshooter_Legendary_AmmoRestore.Proc_Sharpshooter_Legendary_AmmoRestore_C","0.000000","False",""
Legendary_Sharpshooter_AdventurerSkillPoints,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Sharpshooter.Adventurer"")))","(GameplayTags=)","None","None","0.000000","/Game/Skills/Blueprints/Forged/Legendary/Skill_StackingDamage_Adventurer.Skill_StackingDamage_Adventurer_C","0.000000","False",""
Legendary_Sharpshooter_PrecisionSkillPoints,"Always","SkillStart","(GameplayTags=((TagName=""Skill.Sharpshooter.Ranged"")))","(GameplayTags=)","(GameplayTags=)","None","ProcChance|Legendary_Sharpshooter_PrecisionSkillPoints","0.000000","/Game/Skills/Blueprints/Forged/Legendary/Skill_StackingDamage_Precision.Skill_StackingDamage_Precision_C","0.000000","False",""
Legendary_Sharpshooter_SummonHerman,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.EmberWeapon.Activated""),(TagName=""Skill.EmberWeapon.UltimateActive"")))","(GameplayTags=)","None","ProcChance|Legendary_Sharpshooter_SummonHerman","0.000000","/Game/Skills/Blueprints/Sharpshooter/Legendary/ProcSkill_SpawnMinion_Herman.ProcSkill_SpawnMinion_Herman_C","1.000000","False",""
Legendary_Sharpshooter_PotionGhost,"Always","SkillStart","(GameplayTags=)","(GameplayTags=((TagName=""Skill.Potion"")))","(GameplayTags=)","None","ProcChance|Legendary_Sharpshooter_PotionGhost","0.000000","/Game/Skills/Blueprints/Sharpshooter/Proc_Sharpshooter_Legendary_GhostRestore.Proc_Sharpshooter_Legendary_GhostRestore_C","0.000000","False",""
