---,Group,SubGroup,MaxCount,DisplayName,Description,Icon,bIsEnabled,bCanCraftDirectly,bRequired,Prop,Vendor,TraitString,GameplayTags,UpgradeTo,bShowCraftingConfirmation,bShowStorageTab,PropType,CustomCraftingVerb,QualityTags,CostType1,CostQuery1,Cost1,CostQuantity1,CostText1,CostIcon1,CostType2,CostQuery2,Cost2,CostQuantity2,CostText2,CostIcon2,Notes
Fence_Gob_bf_04,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""417D67ED4C538847CE1E9DA1800C0799"", ""Questionably Sturdy Palisade"")","","None","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_fence_gobbf04.fort_prop_fence_gobbf04_C","None","","None","None","False","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","WoodLog_T1_Ash","30","","None","None","Name","None","0","","None",""
Fence_Gob_bf_05,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""641F66B94C638F2D8228938B7DE879BE"", ""Toppled Palisade"")","","None","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_fence_gobbf05.fort_prop_fence_gobbf05_C","None","","None","None","False","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","WoodLog_T1_Ash","30","","None","None","Name","None","0","","None",""
Fence_Goblin_Short,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""856E3CDB4D133CCCD0ED0585B8BBF6F3"", ""Fence: Short Spiked Goblin"")","","None","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/FortTestGoblinSpikeFence.FortTestGoblinSpikeFence_C","None","","None","None","False","False","FortDecor","","(GameplayTags=)","Currency","Name","WoodLog_T1_Ash","10","NSLOCTEXT(""FortPropsTable"", ""0BE086E945ED3A8184CA72B6874E24B1"", ""10 Ash Logs"")","None","None","Name","None","0","","None",""
Fence_IO_Ruinswall_04,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""843B961242CF6F1D79A918ADBD678387"", ""Mossy Stone Wall"")","","None","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_fence_io_ruinswall_04.fort_prop_fence_io_ruinswall_04_C","None","","None","None","False","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","StoneRock_T1_Sandstone","295","","None","None","Name","None","0","","None",""
Fence_Ladder_Gob_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""EE2EBA9D4E53E95DB9AA3A9ECC093C59"", ""Not So Trusty Ladder"")","","None","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_ladder_gob_01.fort_prop_ladder_gob_01_C","None","","None","None","False","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","WoodLog_T1_Ash","30","","None","None","Name","None","0","","None",""
Fence_Palisade_Tall,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""C52815B640850D96E47BEA9BDA0E6318"", ""Sturdy Palisade"")","","None","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/FortTestWoodPalisade.FortTestWoodPalisade_C","None","","None","None","False","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","WoodLog_T1_Ash","30","","None","None","Name","None","0","","None",""
Fence_Stone_Goblin_Short,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""73B1B4914AE7691983671B81818AC371"", ""Fence: Short Stone Goblin"")","","None","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/FortTestGoblinFence.FortTestGoblinFence_C","None","","None","None","False","False","FortDecor","","(GameplayTags=)","Currency","Name","StoneRock_T1_Sandstone","10","NSLOCTEXT(""FortPropsTable"", ""518B9522432035EEEDE8E18E9D9FC57A"", ""10 Sandstone Rocks"")","None","None","Name","None","0","","None",""
Fishbones_03,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""F645A3034F0E11411B5C2BA2B799ACB9"", ""Fearsome Fish Bones"")","","None","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_fishbones_gobrr_03.fort_prop_fishbones_gobrr_03_C","None","","None","None","False","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","8800","","None","None","Name","None","0","","None",""
Flooring_Planks_gobrr_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""7BBB040A431D86BDE657E9996977C0E9"", ""Creaky Wooden Planks"")","","None","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_gobrr_dockbridge_01.fort_prop_floor_gobrr_dockbridge_01_C","None","","None","None","False","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","WoodPlank_T1_Ash","12","","None","None","Name","None","0","","None",""
Flooring_Planks_gobrr_03,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""0B22435341B542FCB49A6692E5823627"", ""Uneven Scrap Planks"")","","None","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_gobrr_dockbridge_03.fort_prop_floor_gobrr_dockbridge_03_C","None","","None","None","False","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","WoodPlank_T1_Ash","20","","None","None","Name","None","0","","None",""
Flooring_Stones_Cemetery_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""9F3537F6400B6C7595630F913E91DBE5"", ""Cold Heavy Pavers"")","","None","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_flooring_stone_01.fort_flooring_stone_01_C","None","","None","None","False","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","StoneBlock_T1_Sandstone","12","","None","None","Name","None","0","","None",""
Flooring_Stones_Gobcave_Smallrocks_03,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""BC93B0894F09D1DB78DB7494BEB28FBB"", ""Smattering of Rocks"")","","None","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_gcave_smallrocks_03.fort_prop_floor_gcave_smallrocks_03_C","None","","None","None","False","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","StoneRock_T1_Sandstone","15","","None","None","Name","None","0","","None",""
Flooring_Stones_Gobcave_Smallrocks_04,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""9F37E52E445F24BE5E9A33B19CFE518A"", ""Clustering of Rocks"")","","None","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_gcave_smallrocks_04.fort_prop_floor_gcave_smallrocks_04_C","None","","None","None","False","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","StoneRock_T1_Sandstone","15","","None","None","Name","None","0","","None",""
Flooring_Stones_Gobcave_Smallrocks_05,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""B7B51B574396661F06D9EA859CCA072C"", ""Clump of Rocks"")","","None","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_gcave_smallrocks_05.fort_prop_floor_gcave_smallrocks_05_C","None","","None","None","False","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","StoneRock_T1_Sandstone","15","","None","None","Name","None","0","","None",""
Flooring_Stones_Gobcave_Smallrocks_06,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""A3A69C26407CCF36A846F589673DAA76"", ""Scattering of Rocks"")","","None","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_gcave_smallrocks_06.fort_prop_floor_gcave_smallrocks_06_C","None","","None","None","False","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","StoneRock_T1_Sandstone","15","","None","None","Name","None","0","","None",""
Foliage_Goblin_01,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""2246620F40A70FFC7AD60092DD932B81"", ""Small Leafy Shrub"")","","None","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_foliage_gob_01.fort_foliage_gob_01_C","None","","None","None","False","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","150","","None","None","Name","None","0","","None",""
Foliage_Goblin_02,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""4752478645F88C09A2C1D3A384CB9240"", ""Dense Growing Shrub"")","","None","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_foliage_gob_02.fort_foliage_gob_02_C","None","","None","None","False","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","150","","None","None","Name","None","0","","None",""
Foliage_Goblin_03,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""5E1621434F029F62109C7CB5FA42315E"", ""Verdant Broadleaf Shrub"")","","None","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_foliage_gob_03.fort_foliage_gob_03_C","None","","None","None","False","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","150","","None","None","Name","None","0","","None",""
Foliage_Hyvid_01,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""2BAD68434E8EAD8F9A6830A5610C4F0B"", ""Twitchy Tentacles"")","","None","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_foliage_if_01.fort_foliage_if_01_C","None","","None","None","False","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","4000","","None","None","Name","None","0","","None",""
ForgedSkillObject,"(RowName=""Decorations"")","(RowName=""Structures"")","1","NSLOCTEXT(""FortPropsTable"", ""45457C244B4E86EC6DEB309CAFA74FC6"", ""Automaton Shop"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/automation1_fort_icon.automation1_fort_icon","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_forged_skillobject_01_bp.fort_forged_skillobject_01_bp_C","None","ClassSkillObjectLevel|Character.Player.Forged=1","Fort.Prop.SkillBuilding.AutomatonShop","ForgedSkillObject2","False","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","None","None","None","0","","None","None","None","None","0","","None",""
ForgedSkillObject2,"(RowName=""Decorations"")","(RowName=""Structures"")","1","NSLOCTEXT(""FortPropsTable"", ""633F4663480DE524122E8180ADA293CC"", ""Lvl. 2 Automaton Shop"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/automation2_fort_icon.automation2_fort_icon","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_forged_skillobject_02_bp.fort_forged_skillobject_02_bp_C","None","ClassSkillObjectLevel|Character.Player.Forged=2","Fort.Prop.SkillBuilding.AutomatonShop","ForgedSkillObject3","True","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","2000","","None","Currency","Name","SkillPoints","200","","None",""
ForgedSkillObject3,"(RowName=""Decorations"")","(RowName=""Structures"")","1","NSLOCTEXT(""FortPropsTable"", ""13B3D37A4C5E85C45F11B5A4F6EFBAD7"", ""Lvl. 3 Automaton Shop"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/automation3_fort_icon.automation3_fort_icon","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_forged_skillobject_03_bp.fort_forged_skillobject_03_bp_C","None","ClassSkillObjectLevel|Character.Player.Forged=3","Fort.Prop.SkillBuilding.AutomatonShop","ForgedSkillObject4","True","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","10000","","None","Currency","Name","SkillPoints","400","","None",""
ForgedSkillObject4,"(RowName=""Decorations"")","(RowName=""Structures"")","1","NSLOCTEXT(""FortPropsTable"", ""4C29D2D242CDCCE2F3409292D2AF174C"", ""Lvl. 4 Automaton Shop"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/automation3_fort_icon.automation3_fort_icon","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_forged_skillobject_03_bp.fort_forged_skillobject_03_bp_C","None","ClassSkillObjectLevel|Character.Player.Forged=4","Fort.Prop.SkillBuilding.AutomatonShop","None","True","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","15000","","None","Currency","Name","SkillPoints","600","","None",""
Gate_Cemetery_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""5F35E6D94C0EAE8116761FB17B303DE8"", ""Cemetery Gate"")","","None","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_gate_gy_01.fort_gate_gy_01_C","None","","None","None","False","False","FortDecor","","(GameplayTags=)","Currency","Name","StoneBlock_T1_Sandstone","10","NSLOCTEXT(""FortPropsTable"", ""8A1974FF4607FED946C49785D86677AB"", ""10 Sandstone Blocks"")","None","Currency","Name","MetalBar_T1_Tin","15","NSLOCTEXT(""FortPropsTable"", ""EE15A4814F30BBE61E69A4B50E7C1569"", ""15 Tin Bars"")","None",""
GoblinAltar_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""C70CF0664656EFE2FDA8429F40DD21DA"", ""Worldgnasher Altar"")","","None","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_statue_goblin_01.fort_prop_statue_goblin_01_C","None","","None","None","False","False","FortDecor","","(GameplayTags=)","Currency","Name","Gold","500","NSLOCTEXT(""FortPropsTable"", ""9074CF5A4FEAC7B03D0A05A3F217864C"", ""500 Gold"")","None","Currency","Name","StoneRock_T1_Sandstone","50","NSLOCTEXT(""FortPropsTable"", ""C7F831364B0E3EEBE5A72C9970E7C8DB"", ""50 Sandstone Rocks"")","None",""
GoblinCutOut,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""816FB30A46C18478A0B1769A52AD7DEF"", ""Goblin Target Dummy"")","","None","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/FortTestGoblinCutOut.FortTestGoblinCutOut_C","None","","None","None","False","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","WoodPlank_T1_Ash","75","","None","None","Name","None","0","","None",""
GoblinHut_River_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""C67B824748B7573325690ABE425AA018"", ""River Gob Hut"")","","None","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gobriverhut_01.fort_prop_gobriverhut_01_C","None","","None","None","False","False","FortDecor","","(GameplayTags=)","Currency","Name","Gold","500","NSLOCTEXT(""FortPropsTable"", ""936AC0184137843A86430AAB64C6F3CE"", ""500 Gold"")","None","Currency","Name","WoodLog_T1_Ash","40","NSLOCTEXT(""FortPropsTable"", ""CC1904644F1196EF6169D6BDEAF4FCD5"", ""40 Ash Logs"")","None",""
GoblinHutSet_River_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""C601CE5D4E4F706AC01D058D57CBEF01"", ""Goblin Hovel"")","","None","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gobhut_01.fort_prop_gobhut_01_C","None","","None","None","False","False","FortDecor","","(GameplayTags=)","Currency","Name","Gold","500","NSLOCTEXT(""FortPropsTable"", ""CC044EB341E23EB5F87361ACD1A782EF"", ""500 Gold"")","None","Currency","Name","StoneRock_T1_Sandstone","40","NSLOCTEXT(""FortPropsTable"", ""204A298E4B6B9C90865DA79C377D9A4F"", ""40 Sandstone Rocks"")","None",""
GoblinMinerStatue_Copper,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""5CBF41CB404F8A093BEA66A94BC1E30F"", ""Copper Goblin Miner Statue"")","NSLOCTEXT(""FortPropsTable"", ""9DC408104DFA90138F98698044FF4968"", ""A gleaming goblin for your glorious garrison."")","None","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gobstatue_c2_bp.fort_prop_gobstatue_c2_bp_C","None","","None","None","False","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","MetalBar_T1_Tin","20","NSLOCTEXT(""FortPropsTable"", ""6584CA41424526B8EEE86E894D67FE68"", ""20 Tin Bars"")","None","None","Name","None","0","","None",""
GoblinMinerStatue_Stone,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""9E3AB6C841351AD6AFDE5D982F6C8B67"", ""Stone Goblin Miner Statue"")","","None","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gobstatue_c_bp.fort_prop_gobstatue_c_bp_C","None","","None","None","False","False","FortDecor","","(GameplayTags=)","Currency","Name","StoneBlock_T1_Sandstone","20","NSLOCTEXT(""FortPropsTable"", ""43205D804F4743158FAD128EAEEBD933"", ""20 Sandstone Blocks"")","None","None","Name","None","0","","None",""
GoblinRiderStatue_Copper,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""1A0BDFF74B838FCD29F4CB8A67EE5F5A"", ""Copper Goblin Rider Statue"")","","None","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gobstatue_b2_bp.fort_prop_gobstatue_b2_bp_C","None","","None","None","False","False","FortDecor","","(GameplayTags=)","Currency","Name","MetalBar_T1_Tin","20","NSLOCTEXT(""FortPropsTable"", ""618C49904F7A15A514BB7D959252A8F7"", ""20 Tin Bars"")","None","None","Name","None","0","","None",""
GoblinRiderStatue_Stone,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""74AC710843CB4A30A9E1D4BAD691F8BA"", ""Stone Goblin Rider Statue"")","","None","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gobstatue_b_bp.fort_prop_gobstatue_b_bp_C","None","","None","None","False","False","FortDecor","","(GameplayTags=)","Currency","Name","StoneBlock_T1_Sandstone","20","NSLOCTEXT(""FortPropsTable"", ""F10680984951D46E6F8F7C85B7D78E7C"", ""20 Sandstone Blocks"")","None","None","Name","None","0","","None",""
GoblinStatue_Copper,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""3FC27AD2445979BFE0D1248D3BE61980"", ""Copper Goblin Statue"")","","None","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gobstatue_a2_bp.fort_prop_gobstatue_a2_bp_C","None","","None","None","False","False","FortDecor","","(GameplayTags=)","Currency","Name","MetalBar_T1_Tin","20","NSLOCTEXT(""FortPropsTable"", ""2EFA708C4360B46A1B72F196C5580D55"", ""20 Tin Bars"")","None","None","Name","None","0","","None",""
GoblinStatue_Stone,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""C92DB0AA456E36CA735DDE9C995252DA"", ""Stone Goblin Statue"")","","None","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gobstatue_a_bp.fort_prop_gobstatue_a_bp_C","None","","None","None","False","False","FortDecor","","(GameplayTags=)","Currency","Name","StoneBlock_T1_Sandstone","20","NSLOCTEXT(""FortPropsTable"", ""1106497B4F8B5448C82D64A5D93C15C6"", ""20 Sandstone Blocks"")","None","None","Name","None","0","","None",""
GroundHatch,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""A7A705EB46F436EEA4BB57927619BDDD"", ""EZ Open Hatch"")","","None","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_hatch_a_bp.fort_prop_hatch_a_bp_C","None","","None","None","False","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","WoodPlank_T1_Ash","75","","None","None","Name","None","0","","None",""
Haste_Shrine,"(RowName="""")","(RowName="""")","1","NSLOCTEXT(""FortPropsTable"", ""B65CFD5A4E9BEFB82E215591A24BA871"", ""Haste Shrine"")","","None","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_shrine_haste_01_bp.fort_shrine_haste_01_bp_C","None","","None","None","True","False","FortDecor","","(GameplayTags=)","Currency","Name","WoodLog_T1_Ash","50","NSLOCTEXT(""FortPropsTable"", ""1A6DFC7A4C77C54FEFEAD3BA46F2076E"", ""50 Wood Logs"")","None","None","Name","None","0","","None",""
Healing_Shrine,"(RowName="""")","(RowName="""")","1","NSLOCTEXT(""FortPropsTable"", ""BD975002427083CBB3BFAA82ECB97ECB"", ""Healing Shrine"")","","None","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_shrine_healing_01_bp.fort_shrine_healing_01_bp_C","None","","None","None","True","False","FortDecor","","(GameplayTags=)","Currency","Name","WoodLog_T1_Ash","50","NSLOCTEXT(""FortPropsTable"", ""D5BB196044ADF175D7751AA1F7AA7116"", ""50 Wood Logs"")","None","None","Name","None","0","","None",""
InfestedEmberCrystals2,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""D5B4B854419FD25439156E86F28EE7ED"", ""Buncha Gigantic Crystals"")","","None","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_crystals_03.fort_crystals_03_C","None","","None","None","False","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","9000","","None","None","Name","None","0","","None",""
Junk_Gobbf_a_05,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""6C17B67147B413BD9929979F24DDC84D"", ""Old Dusty Junk"")","","None","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_junk_gobbf_a_05.fort_prop_junk_gobbf_a_05_C","None","","None","None","False","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","900","","None","None","Name","None","0","","None",""
Junk_Gobbf_a_06,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""4F8BE8FA4994268B52B46AB7F1BB5103"", ""Old Rusty Junk"")","","None","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_junk_gobbf_a_06.fort_prop_junk_gobbf_a_06_C","None","","None","None","False","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","900","","None","None","Name","None","0","","None",""
Junk_Gobbf_b_03,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""2060FFD24AF167991FC41F927630926F"", ""Old Crusty Junk"")","","None","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_junk_gobbf_b_03.fort_prop_junk_gobbf_b_03_C","None","","None","None","False","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","900","","None","None","Name","None","0","","None",""
Junk_Gobbf_c_05,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""0B6235594A4433C851E3198BABFFCC46"", ""Old Musty Junk"")","","None","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_junk_gobbf_c_05.fort_prop_junk_gobbf_c_05_C","None","","None","None","False","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","1500","","None","None","Name","None","0","","None",""
LampPost,"(RowName=""Decorations"")","(RowName=""Structures"")","4","NSLOCTEXT(""FortPropsTable"", ""2ADDAFF7413CFCDFF18CCD936BAB712A"", ""Jury Rigged Lamp Post"")","","None","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/FortTestLamp.FortTestLamp_C","None","","None","None","False","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","WoodPlank_T1_Ash","60","","None","Currency","Name","MetalBar_T1_Tin","15","","None",""
LampPost_Imperial_01,"(RowName=""Decorations"")","(RowName=""Structures"")","4","NSLOCTEXT(""FortPropsTable"", ""BCA8B6D6488FCDDC8D71ACA135ABCB80"", ""Imperial Lamppost"")","","None","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_lamppost_io_01.fort_lamppost_io_01_C","None","","None","None","False","False","FortDecor","","(GameplayTags=)","Currency","Name","WoodLog_T1_Ash","10","NSLOCTEXT(""FortPropsTable"", ""89690B7E456BCE26B162DE9B9733D249"", ""10 Ash Logs"")","None","Currency","Name","StoneRock_T1_Sandstone","15","NSLOCTEXT(""FortPropsTable"", ""15DB4C9A4C1120A096C1F2A1BEBC6AC5"", ""15 Sandstone Rocks"")","None",""
Machine,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""01DCCD2A44CC93EADFA7B994E8ABA89A"", ""Clunky Machine"")","","None","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_machinery_a_bp.fort_prop_machinery_a_bp_C","None","","None","None","False","False","FortDecor","","(GameplayTags=)","Currency","Name","MetalBar_T1_Tin","50","NSLOCTEXT(""FortPropsTable"", ""17ED798440F4ABF33DE4BAAE6B835B37"", ""50 Tin Bars"")","None","None","Name","None","0","","None",""
Mana_Shrine,"(RowName="""")","(RowName="""")","1","NSLOCTEXT(""FortPropsTable"", ""107008D24B7879D0AD5B0A8EA93478D7"", ""Mana Shrine"")","","None","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_shrine_mana_01_bp.fort_shrine_mana_01_bp_C","None","","None","None","True","False","FortDecor","","(GameplayTags=)","Currency","Name","WoodLog_T1_Ash","50","NSLOCTEXT(""FortPropsTable"", ""A96749FF41646F915FF01F8C8EDC9262"", ""50 Wood Logs"")","None","None","Name","None","0","","None",""
MapWorksProp,"(RowName=""Decorations"")","(RowName=""Structures"")","1","NSLOCTEXT(""FortPropsTable"", ""143373754037750BC4741195C8773809"", ""Inert Mapworks Device"")","NSLOCTEXT(""FortPropsTable"", ""3FCCD0674AD176C0285033900F1617EA"", ""Inactive ancient map crafting device from the Clockwork Core"")","None","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/FortMapworksDeviceProp_bp.FortMapworksDeviceProp_bp_C","None","","None","None","False","False","FortDecor","","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","5000","","None","None","Name","None","0","","None",""
